body,label
final call for papers seventh annual workshop on formal approaches to slavic linguistics fasl conference dates may number number number at the university of washington seattle guest speakers johanna nichols slavic reflexivization in comparative perspective barbara partee copula inversion puzzles in english and russian david pesetsky lifestyles of the _ which _ and famous how english is really bulgarian extended deadline for receipt of abstracts february number number abstracts are invited for number minute presentations on topics dealing with formal aspects of any area of theoretical slavic linguistics synchronic or diachronic including syntax semantics morphology phonology discourse analysis and psycholinguistics presentations will be followed by a number minute discussion period send number copies of a one page anonymous abstract to the postal address below no e mail submissions will be accepted faxed submissions will be accepted only in emergency situations and only if prior notice is sent by e mail please include one 3x5 card with number title of paper number your name number address and affiliation number telephone and or fax numbers number e mail address mail to fasl vii committee dept of slavic languages and literature box phone university of washington seattle washington number usa questions e mail email telephone number number number fax number number number persons interested in attending fasl vii are invited to register their e mail and or mailing addresses at the conference address above e mail is the preferred means of communication for all business except abstract submission number fasl website http darkwing uoregon edu russian fasl html,legitimate
esslli number workshop on recent advances in corpus annotation august number number number a workshop held as part of the 10th european summer school in logic language and information esslli number august number number number saarbrueken germany final call for papers organizers hans uszkoreit brigitte krenn wojciech skut thorsten brants department of computational linguistics university of the saarland web site http www dcs warwick ac uk esslli98 workshops html background the use of statistical methods and particularly training from annotated corpora has become an important topic in various fields in computational linguistics currently available corpus resources are rather small except for english and largely restricted to the annotation of parts of speech and phrase structure the workshop is intended to bring together researchers who create reusable annotation schemes annotation tools and corpora for different languages and kinds of language representing information such as morphology syntax semantics dialoge structure etc papers should address some of the following topics reusable and extendable annotation schemes efficient annotation of large corpora current work on annotation tools interaction of human annotators and automatic annotation tools representation of competence and performance information within annotated corpora other related topics presentations of annotation schemes and corpora for various languages are encouraged as well as demonstrations of implemented annotation tools workshop format the workshop will consist of five sessions of number minutes each held over five days there will be either two or three presentations at each session with time for questions and discussion submissions all researchers in the field but especially ph d students and young researchers are encouraged to submit extended abstracts number pages 12pt preferably by e mail and in postscript on an extra page the following information should be included number name affiliation address e mail of the submitter s number an indication which of the themes is are addressed number an abstract of the paper number if applicable requirements for a demo e mail submissions shall be sent to email copies shall be sent to brigitte krenn universitaet des saarlandes computerlinguistik postfach phone saarbruecken germany the deadline for submissions is february number number authors will be notified of acceptance by april number number final copy for inclusion in the informal workshop proceedings is due may number number registration workshop contributors will be required to register for esslli number but they will be elligible for a reduced registration fee important dates feb number number deadline for submissions apr number number notification of acceptance may number number deadline for final copy aug number number start of workshop further information to obtain further information about esslli number please visit the esslli number home page at http www coli uni sb de esslli,legitimate
acl coling number workshop on translingual information management current levels and future abilities august number number following acl coling number university of montreal montreal quebec canada call for papers description the development of natural language applications which handle multi lingual and multi modal information is the next major challenge facing the field of computational linguistics over the past number years a variety of language related capabilities has been developed in areas such as machine translation information retrieval and speech recognition together with core capabilities such as information extraction summarization parsing generation multimedia planning and integration statistics based methods ontologies lexicon construction and lexical representations and grammar the next few years will require the extension of these technologies to encompass multi lingual and multi modal information extending current technologies will require integration of the various capabilities into multi functional natural language systems however there is today no clear vision of how these technologies could or should be assembled into a coherent framework what would be involved in connecting a speech recognition system to an information retrieval engine and then using machine translation and summarization software to process the retrieved text how can traditional parsing and generation be enhanced with statistical techniques what would be the effect of carefully crafted lexicons on traditional information retrieval this workshop is a follow on to an nsf sponsored workshop held in conjunction with the first international conference on language resources and evaluation in granada spain may number at which an international panel of invited experts will consider these questions in an attempt to identify the most effective future directions of computational linguistics research especially in the context of the need to handle multi lingual and multi modal information the follow on acl workshop is intended to open the discussion to the computational inguistics community as a whole the workshop will include ample time for discussion a report summarizing the discussions at granada will be available before the acl workshop topics the workshop will focus on the following fundamental questions number what is the current level of capability in each of the major areas of the field dealing with language and related media of human communication number how can some of these functions be integrated in the near future and what kind of systems will result number what are the major considerations for extending these functions to handle multi lingual and multi modal information particularly in integrated systems of the type envisioned in number in particular we will consider these questions in relation to the following areas o multi lingual resources lexicons ontologies corpora etc o information retrieval especially cross lingual and cross modal o machine translation o automated cross lingual summarization and information extraction o multimedia communication in conjunction with text o evaluation and assessment techniques for each of these areas o methods and techniques both statistics based and linguistics based of pre parsing parsing generation information acquisition etc we invite submissions which report on work in these areas all papers should clearly identify how the work addresses the issues and questions outlined above submissions only hard copy submissions will be accepted authors should submit six number copies of the full length paper phone words submissions should be sent to nancy ide department of computer science vassar college number raymond avenue poughkeepsie new york phone usa style files and templates for preparing submissions can be found at http coling acl number iro umontreal ca styles html the official language of the conference is english important deadlines submission deadline march number number notification date may number number camera ready copy due june number number scientific committee charles fillmore university of california berkeley usa robert frederking carnegie mellon university usa ulrich heid tentative university of stuttgart germany eduard hovy information sciences institute usa nancy ide vassar college usa lauri karttunen tentative rank xerox research france kimmo koskenniemi tentative university of helsinki finland mun kew leong national university of singapore joseph mariani limsi cnrs france mark maybury the mitre corporation usa sergei nirenburg tentative new mexico state university usa akitoshi okumura tentative nec japan martha palmer university of pennsylvania usa james pustejovsky brandeis university usa peter schaueble eth switzerland oliviero stock irst italy felisa verdejo uned spain piek vossen university of amsterdam netherlands wolfgang wahlster dfki germany organizers robert frederking carnegie mellon university usa eduard hovy isi university of southern california usa nancy ide vassar college usa information information on the workshop can be found at http www cs vassar edu ide translingual html inquiries may be addressed to the organizers robert frederking eduard hovy nancy ide,legitimate
the books listed below are in the linguist office and now available for review if you are interested in reviewing a book or leading a discussion of the book please contact our book review editor andrew carnie ph d at email please include in your request message a brief statement about your research interests background affiliation and other information that might be valuable to help us select a suitable reviewer do not include an electronic cv or a url linking to a personal homepage these will be ignored please also send a surface mail address for us to send the book to kpelle dictionary kpelle english dictionary with english kpelle glossary elizabeth grace winkler indiana university bloomington iulc publications number this dictionary of kpelle as spoken in bong county liberia was prepared with the assistance of clara jimmy samba a native speaker of the language kpelle is part of the mande branch of the western sudanic subgroup of the niger congo family and is representative of mande languages in many ways including the absence of noun class markers and the presence of five tonal melodies as kplelle is not a written language dictionary entries over number number are given in phonetic transcription also included are comments on the sound system and grammar of kpelle phonology ncholas j kibre number a model of mutation in welsh iulc publications bloomington in light of recent advances in several areas of linguistics kibre examines the phenomenon o finitial consonant mutation in welsh arguing that mutation should be considered part of the phonological representation of morphemes several sets of mixed mutation types are accounted for within the framework of lexical phonology particularly through an appeal to the elsewhere condition several structural mutations are accounted for in terms of mutation triggering but segmentally empty particles the analysis concludes with an outline of a mixed model incorporating rules into an ot framework which offers advantages over the traditional generative approach,legitimate
august phone brighton uk final call for young researcher papers http www cogs susx ac uk ecai98 youngrescall html student registration rate before june 1st will be number pounds sterling the ecai number programme committee is pleased to announce a special programme of short papers for young researchers important dates number mar number deadline for abstracts number mar number deadline for papers number apr number notification of acceptance number may number camera ready copies of papers number number aug number student programme at ecai number the aim is to encourage younger ai researchers to attend ecai number and to present their on going work in the form of short number page papers which will appear in the conference proceedings a short paper may either report on the innovative points of work in progress or on a particular result of special interest the call is open to researchers who satisfy at least one of the following criteria on number march number they are under number years old they are currently studying for a phd or other degree qualification in ai or a related topic they received a phd in ai or a related topic within the past two years submissions are invited on original and previously unpublished research in all aspects of ai including but not limited to abduction temporal causal reasoning and diagnosis automated reasoning application and enabling technologies belief revision and nonmonotonic reasoning case based reasoning cognitive modelling and philosophical foundations computational linguistics constraint based reasoning and constraint programming distributed ai and multiagent systems fuzzy logic knowledge acquisition knowledge representation logic programming and theorem proving machine learning knowledge discovery and data mining natural language and intelligent user interfaces neural networks in ai planning scheduling and reasoning about actions probabilistic networks qualitative preferences and decision in ai qualitative and spatial reasoning reasoning under uncertainty robotics vision and signal understanding search and meta heuristics for ai verification validation and testing of knowledge based systems submissions should be two pages long using the format described on the ecai number style guide web page http www cogs susx ac uk ecai98 style html a latex style file is available on the website or on request to email accepted papers will be required to conform more strictly to the publishers formatting requirements which will be broadly in line with the present formatting guidelines submission procedure submission is a two stage process similar to the process for long papers an electronic abstract should be sent to email by number march number this summary should include the title author contact address and abstract for the paper plus keywords drawn from the above list plus other keywords if appropriate a web based summary submission form is available to make this easier this summary information should also be included with the paper itself on a separate sheet of paper submission of the paper is in hard copy form only electronic submissions will not be accepted four copies of the paper each including the summary sheet should be sent by post to the ecai number programme chair henri prade at the address below the title page should include a statement indicating which of the above eligibility criteria the author satisfies and that the paper has not been submitted elsewhere the deadline for receipt of papers is number march number papers received after this date will not be reviewed address for submission henri prade ecai number programme chair irit universite paul sabatier number route de narbonne number toulouse cedex number france email henri email tel number number phone fax number number phone multiple submissions policy ecai number will not accept any paper which at the time of submission is under review for or has already been published or accepted for publication in a journal or another conference authors are also expected not to submit their papers elsewhere during the review period these restrictions apply only to journals and conferences and not to workshops or similar specialised meetings with limited audiences the title page should include a statement that the paper is not under review or accepted for publication in another conference or journal however if a young researcher has already submitted a regular paper to ecai number a new submission on the same topic in the form of a short paper is permitted provided that the author declares it on submission if the regular paper is accepted the short paper will be considered to have been withdrawn however such a double submission is not encouraged the review process the short papers will be reviewed under the control of the ecai number program committee under the chairmanship of the ecai number programme chair the ecai number programme chair has final authority over the review process and all decisions relating to acceptance of papers accepted papers will be allocated number minutes for oral presentation and number pages in the official ecai number proceedings note as is usual at ecai conferences students will be able to register for the conference at a significantly reduced and subsidised rate the registration rate for students who register before june 1st will be number pounds sterling ecai number secretariat tel number number phone centre for advanced software applications fax number number phone university of sussex email email brighton bn1 9qh uk url http www cogs susx ac uk ecai98 ecai number is organised by the european coordinating committee for artificial intelligence eccai and hosted by the universities of brighton and sussex on behalf of aisb,legitimate
content length number what is aum the japanese police are currently investigating a religious sect called aum shinri kyo in relation to last week s gas attack on the tokyo subway aum shinri kyo has been translated as sublime truth in the press with my limited knowledge of japanese i know that shinri can be glossed as truth and kyo is a sino japanese morpheme found at the end of the names of many if not most religions aum however is a bit of a puzzler japanese phonology only allows syllable final m as an allophone of n before labial consonants which is not the case here does anyone know what this aum means where it comes from and if it is pronounced with a final m by speakers of japanese david p baxter urbana illinois email,legitimate
the editorial staff of michigan discussions in anthropology vol number are pleased to announce the publication of linguistic form and social action with this issue of michigan discussions in anthropology we join linguistically oriented anthropologists and anthropologically attuned linguists who have since the days of sapir and malinowski regarded language as constitutive of culture we believe however that although linguistic terminology has become part of our common critical language too often it merely serves as metaphor theorists may deploy it to explain macro cultural phenomena but bypass the opportunity to examine linguistic form in the past decade the call has come again to create a theoretical site encompassing fine grained linguistic analysis and the broader concerns of cultural anthropology in which grammar plays a key role in structuring social fields the papers in mdia volume number contributed by junior and senior scholars with ties to the linguistic anthropology program at the university of michigan explore this set of issues from a range of theoretical and methodological perspectives this volume is edited by graduate students affiliated with linguistic anthropology at the university of michigan the program established by the department of anthropology in number emphasizes the ethnographic analysis of language within the larger context of social theory we seek to preserve the sense in which language is simultaneously a formal system and one which is pragmatically deployed central to this mission is a belief that the core concerns of cultural anthropology increasingly involving the analysis of d iscourse representations and s ocial action must also integrate analysis of linguistic form the papers in this volume integrate linguistic data and ethnographic description and demonstrate rich microanalysis while attending to the larger cultural context and to history while the articles stand on their own as examples of a new synthesis of approaches to the study of linguistic form and social action we also hope that as a whole this volume will provoke further discussion of the theory and practice of linguistically oriented anthropology and ethnographically influenced linguistics for ordering information please respond to this email or visit http www personal umich edu jherron mdia13 html contents introduction jennifer dickinson and mandana limbert married to dukha discourse analysis of a newar woman s narrative of suffering laura kunreuther the power of the drunk humor and hegemony in china s tibet char makley ritual language and social memory in a chinese secret sworn brotherhood jean debernardi do you want to go forward turn back etymology as national defense in the new europe penelope papailias sounding country in urbanizing texas private speech in public discourse barbara johnstone purity and power the geography of language ideology in ukraine laada bilaniuk pearls on the string of the chinese nation pronouns plurals and prototypes in talk about identity susan blum on the dialogic emergence of resistance participation framing and collusion in a prison exit interview james herron negotiating meaning with the least collaborative effort lesley milroy time not the syllables must be counted quechua parallelism word meaning and cultural analysis bruce mannheim,legitimate
second call for papers labelled deduction an edited volume intended for the applied logic series of kluwer academic publishers http www informatik uni freiburg de ld98 background in september number the university of freiburg germany hosted ld number the first international workshop on labelled deduction the participants of ld number reported on research related to or based on labelled deduction in many areas of computer science artificial intelligence mathematical logic cognitive science philosophy and computational linguistics more information on ld number is available at the url of the workshop http www informatik uni freiburg de ld98 ws motivated by the success of the workshop the members of the program committee of ld number will edit a volume collecting original papers on this topic and titled labelled deduction an edited volume intended for the applied logic series of kluwer academic publishers topics of interest the title reflects the planned contents of this book we welcome original contributions on all theoretical and practical aspects of labelled deduction including but not limited to logical modeling based on labelled deduction formal metatheory for or based on labelled deduction hybrid reasoners and combinations of logics based on labelling automated reasoning implementation and system support annotated logic programming applications submissions authors are invited to submit full papers of at most number pages formatted as described below to be received by january 31st number notification of acceptance or rejection of the papers will be sent by april 30th number and final versions of accepted papers will be due by june 15th number submitted papers must be original and not submitted for publication elsewhere the primary means of submission is electronic in postscript format papers should be e mailed to email electronic submission is not possible then number hard copies should be sent to the postal address given below regardless of the submission method a letter or e mail message accompanying the paper must contain the title authors and contact information e mail and postal addresses authors are strongly encouraged to use latex2e and the article document class with a4paper and 11pt as options basic dimensions for a4paper 11pt format are approximately text height 300mm text width 210mm 11pt text with a number 5pt leading baseline skip submitted papers must be written in english reception of submissions will be confirmed by e mail after we have succeeded in printing the paper important dates submission deadline january 31st number notification of acceptance april 30th number deadline for final papers june 15th number program committee david basin institut fr informatik albert ludwigs universitt freiburg germany marcello d agostino universit di ferrara italy dov gabbay king s college london uk sen matthews max planck institut fr informatik saarbrcken germany luca vigan institut fr informatik albert ludwigs universitt freiburg germany addresses the labelled deduction ld number home page http www informatik uni freiburg de ld98 email email by post labelled deduction c o luca vigan institut fr informatik albert ludwigs universitt freiburg universittsgelnde flugplatz d number freiburg germany phone number number phone fax number number phone,legitimate
esslli number workshop on lexical semantics in context corpus inference and discourse august number number number a workshop held as part of the 10th european summer school in logic language and information esslli number august number number number saarbruecken germany second call for papers organizers johan bos saarbruecken and paul buitelaar brandeis university the workshop aims at bringing together research in two complementary fields of semantic analysis that are still too far apart in order to achieve both a broad and a deep understanding of any given text document a system needs both advanced acquisition of corpus specific lexical semantic knowledge and powerful inference mechanisms that utilize that knowledge in discourse analysis given the still relatively limited results within both areas there has been little impetus to combine them corpus based extraction of lexical semantic knowledge has only recently become a more feasible task because of the growing availibility of on line text documents robust corpus processing technologies such as broad coverage part of speech tagging and shallow parsing and readily available statistical methods the various approaches to discourse analysis originating in such diverse fields as formal semantics psychology and ai are in the process of converging into a unified approach to the analysis and representation of the cohesive structure of natural language documents the intersection between these two fields lies in the application of lexical semantic knowledge to such problems in discourse analysis as anaphora resolution and discourse segmentation in fact the benefit will be mutual because knowledge of discourse structure is helpful to lexical knowledge extraction as well in summary large scale domain specific lexical semantic knowledge acquisition can assist in analyzing discourse structures which in turn can assist in acquiring even more accurate lexical semantic representations for the relevant terms in the domain further information to obtain further information please visit the workshop home page at http www cs brandeis edu paulb esslli98 html,legitimate
content length number in april i made an enquiry about the algonquian homeland of which a slightly abbreviated form is repeated below i have just been reading merritt ruhlen s _ the origin of language _ i would like to ask a question or two about the content of the section locating the algonquian homeland first ruhlen says that frank siebert has proposed the area of the eastern upper great lakes as the origin of the algonquian dispersal ruhlen does not source his reference can anyone give me the source secondly and more importantly ruhlen appeals to sapir s age area hypothesis to the effect that the area of greatest diversity in a family is likely to point to the original homeland of the family since the greatest divergence is evidently between blackfoot and the rest of the family in the southwest of the family s extent ruhlen suggests _ contra _ siebert that the homeland is there and that the family s closest external relatives are also in that direction as an initial attempt to locate a homeland ruhlen s arguments seem sound enough to an outsider however the kind of support for them that i would want to look for would be an argument that the first branching in the genealogical tree divides blackfoot from the rest of the family this would be based on a claim that the rest of the family shares a set of innovations relative to proto algonquian a proto algonquian whose reconstruction also takes full account of blackfoot data i went to the library here to see what i could find and came up with ives goddard s account of comparative algonquian in campbell mithun s _ the languages of native america _ number goddard says if i read him correctly i that the only obvious subgroup within algonquian is eastern algonquian and he gives innovations defining this ii that blackfoot is highly divergent and that its history is not yet understood goddard s account understandably does not contain the kind of data that would allow a non algonquianist to assess ruhlen s hypothesis i would be grateful to anyone who could point me towards any work that would cast light on the question of algonquian subgrouping and the homeland or who could comment knowledgably on ruhlen s homeland hypothesis i would like to thank those who responded some of them several times and those who were generous enough to send me copies of materials i could not obtain here they were dan alford peter bakker david costa pat crowe marybeth culley anthony fox ives goddard john koontz phil lesourd rob malouf john o meara marc picard karl teeter i have n t had time yet to read the recommended references or to think carefully about the views expressed which were varied so varied it seems to me that when i set out to write a summary i could n t so i have resorted to extracting crucial passages from people s messages i hope this will not result in any misrepresentations the siebert article is siebert frank number the original home of the proto algonquian people a d deblois contributions to anthropology linguistics i algonquian pp number number national museum of canada bulletin no number anthropological series no number ottawa several respondents drew my attention to the fact that the question of homeland is related to the question of time depth i e how far back do we want to go in our search for the homeland one pointed out however that if algonquian is a subgroup of algic then we can define the algonquian homeland as the area where proto algonquian a member of the algic subgroup was spoken treating the algic homeland separately best guess based on location of the algic homeland would be some sort of a northwest coast origin but there is no real evidence for this denny places the pa speakers around the upper columbia river in oregon and washington he bases his conclusions on archaelogical evidence the connections between pa and the larger algic language family and on the existence of a handful of algonquian languages spoken along the northern coast of california he proposes that the pa speakers radiated south to california and west to the great lakes giving us the precursors of blackfoot cheyenne and arapaho along the way at least i think that s how it goes you should really check the article blackfoot and arapaho are the most divergent algonquian languages and thus the family probably started in the northern rockies and spread east from there most algonquianists who think about such things these days recognize a lot of problems with siebert locating proto algonquian in southern ontario ives article goddard number makes a lot of sense essentially the scenario is that the family came from idaho or thereabouts out onto the prairies in montana and first dropped blackfoot then it continued east dropping arapaho cree menominee cheyenne core central and eastern algonquian i m not too familiar with what archaeological support there is for this idea but i do know there is no archaeological support for siebert s idea southern ontario looks to be historically iroquoian having read a number of studies by witold manczak that seem to show pretty convincingly that the more conservative languages in a family are in and around the original homeland and the more divergent ones on the periphery i find siebert s hypothesis much more convincing though i know there are legitimate algonkianists who would side with ruhlen on this i ve been working on algonkian for well over twenty years and i consider siebert to be one of the best algonkianists we ve ever had for my own part it seems to me probably relevant to the prehistory of algonquian that blackfoot arapaho atsina and mandan siouan and hidatsa siouan are all associated with cultures that practiced rather similar age grouping systems similar society names system otherwise not found in north america and are located close together in the middle missouri archaeological area and points north this region was fairly uniform culturally c number bp and i wonder if the culture then most widespead in the area besant may not be the source of age grouping practice it might also be associated with algonquian language s though that would be impossible to prove i think the siouan groups must have arrived somewhat later during the development of the subsequent middle missouri tradition but the cheyenne seem to have a middle missouri connection and perhaps the algonquian affiliation with the middle missouri region is older anyway if besant was largely algonquian then the existing plains algonquian groups not a linguistic subgroup may reflect a formerly stronger algonquian presence on the northern plains as for the position of blackfoot i am myself of the opinion that its grammatical system is algonquian but its lexicon is not i know cree central algonquian reasonably well but blackfoot remains completely unintelligible to me although the language looks very algonquian unlike for instance gros ventre arapaho and cheyenne these algonquian languages are just as unintelligible but this can be attributed to some recent few hundred years ago radical sound changes but few of these studies deal with the place of blackfoot in a comparative light i think simply because it is possible only to compare blackfoot and algonquian lexically actually there are few blackfoot words stems which the algonquianists are able to link with algonquian in my opinion it is a mixed language with a few algonquian stems but the bulk from an unknown and otherwise extinct language families the blackfoot stems sometimes look like algonquian backslang such as the word for d og blackfoot imita ua plains cree atim otherwise it is just impossible that the grammatical system is so close to cree whereas the lexicon is so different but probably few hardcore algonquianists would agree references i was given were denny j peter number the algonquian migration from plateau to midwest linguistics and archeology in the papers of the twenty second algonquian conference ed william cowan mentioned by several respondents dryer matthew s number a comparison of the obviation systems of kutenai and algonquian in william cowan ed papers of the twenty third algonquian conference pp number number ottawa carleton university goddard ives number the east west cline in algonquian dialectology in actes du vingt cinqui eme congr es des algonquinistes ed william cowan pp number number ottawa carleton university evidently the most crucial recent work on the homeland question proulx paul a sketch of blackfoot historical phonology ijal number number proulx paul number the linguistic evidence for the algonquian iroquoian encounter in approaches to algonquian archaeology proceedings of the thirteenth annual conference of the archaeological association of the university of calgary number pp number number calgary university of calgary salzmann zdenek number language culture and society boulder col westview press contains a summary of siebert algonquian and iroquoian linguistics newsletter published quarterly through he department of linguistics university of manitoba winnipeg canada malcolm ross linguistics rspas australian national university canberra act australia number,legitimate
dear linguists i am posting this message for a colleague who does not have access to email his question does anyone know when and where the next international congress of dialectologists will be held many thanks curt woolhiser department of slavic languages university of texas austin tx phone tel work number phone home number phone e mail email,legitimate
european science foundation the convergence and divergence of dialects in a changing europe university of reading number number september number a reminder closing dates for abstracts 16th march number the final conference of the european science foundation network on the convergence and divergence of dialects in a changing europe will take place at the university of reading england on number number september number it will include invited lectures by gaetano berruto turin william labov pennsylvania and peter trudgill lausanne as well as lectures by members of the network papers for this event are welcome from everyone working in the area of dialect convergence and divergence in europe both from a diachronic and a synchronic perspective using qualitative or quantitative methodology contributions on the smaller languages of europe are particularly welcome as are papers on syntax prosody and discourse for further details see previous postings or see the following website http www linguistics reading ac uk research seminars dialect or email paul kerswill on p e email,legitimate
greetings two new position papers have been posted to the www page for the comparative slavic morphosyntax www page url below leonard h babby voice and diathesis in slavic steven franks clitics in slavic one paper remains to be posted we expect to have it up within the week to mark the posting of these new position papers we enclose below a second call for papers 2nd call for papers indiana university invites you to submit abstracts to a workshop funded by the u s department of education on comparative slavic morphosyntax the workshop will be held at canyon inn in mccormick s creek state park spencer indiana near bloomington on friday sunday number number june number papers are solicited in response to five invited position papers leonard babby voice and diathesis in slavic zeljko boskovic wh phrases and wh movement in slavic greville corbett agreement in slavic steven franks clitics in slavic gilbert rappaport noun phrases in slavic not yet posted to www page these position papers are intended to summarize the variation in data across the slavic languages define the state of the art in existing analysis for each area communicate innovations and on going research and identify an agenda for future investigation as such they are meant to serve as springboards for discussion rebuttal response and debate this call for papers solicits responses in two categories number minute presentations number minute discussion or number minutes number minute discussion you may respond to one or several position papers but must submit an advance abstract for each response there is no set limit on the number of responses which may be accepted from any one individual the position papers can be downloaded via the internet in platform independent pdf and ps formats from if you cannot download or use electronic versions of the position papers you may request a printed copy of any of the papers from the address below however however in view of our limited budget and staff resources we urge you to utilize the electronic versions if possible please use adobe acrobat reader number number x which may be downloaded free of charge from proposals for reponses may be submitted to the address below abstracts should be no more than one page including examples and references include your name and affiliation directly on the abstract and please attach a card with your name address e mail phone title and position paper to which you are responding also please send number copies and indicate the length category for your response we will also accept submissions via email to or fax to number number phone paper submission is preferable however as these abstracts will be used as camera ready copy in making the abstract book for the workshop deadline for receipt of abstracts number april number a volume of proceedings will be published by slavica publishers all requests for information inquiries about position papers and abstracts should be sent to george fowler email email dept of slavic languages dept tel number number phone number number ballantine number dept fax number number phone indiana university home phone fax number number phone number bloomington in phone usa slavica phone fax number number phone number,legitimate
call for papers for a workshop on constraints and vs preferences number may number during plm number 32nd poznan linguistic meeting recent developments in linguistic theory number april number may issues special topics the nature of both constraints and preferences and their epistemological compatibility scalar nature of preferences vs absolute nature of constraints scalar constraints hierarchy vs rule order principles of ranking constraints vs rules processes predictive and explanatory power of constraints and preferences constraints preferences and online processing learnability problem pro contra parallelisms between diachronic change and synchronic rules processes phonological and phonetic constraints illustrations and empirical evidence for any claims concerning the above issues speakers who confirmed their participation so far wolfgang u dressler vienna rajendra singh montreal nikolaus ritt vienna martin prinzhorn vienna abstracts please send one page abstracts to email by the end of february number registration please register for the poznan linguistic meeting if you intend to participate as a speaker or otherwise in the workshop you will find the reply form and address in the first circular of the plm number http elex amu edu pl ifa plm index html katarzyna dziubalska kolaczyk email,legitimate
call for participation rochebrune number journees de rochebrune rencontres interdisciplinaires sur les systemes complexes naturels et artificiels 1er au number fevrier number appel participation theme des journees number toutes indications disponibles http www idiap ch glotin rb99 conflits des interpretations et interpretation des conflits programme provisoire des journees lundi number fevrier psychologie l l salvador le schme comme instance du sens m soeur quelques modalits d approche du concept d interprtation en psychanalyse c parisse l volution cognitive par la rsolution de conflits ou le conflit moteur de la cognition f de gaulejac conflits des interprtations cognitives du comportement autistique mardi number fvrier langage et textes f kaplan la simulation pour alimenter et rorganiser le dbat sur l origine du langage humain p beust al une amorce de comptence interprtative pour une machine s ploux proposition d un cadre unifi pour l tude de la morphognse de la structure prosodique et gestuelle des langues c karakash la bible miroir et source de conflits hermneutiques mercredi number fvrier logique et philo des sciences d luzeaux l interprtation comme construction conflictuelle du sens en logique mathmatique r nunez le concept de continuit en mathmatiques conflits et sciences cognitives contemporaines j sallantin le cube d aristote un cadre pour construire et rviser une interprtation j l dessalles l activit scientifique en tant que comportement naturel ancr sur le conflit cognitif jeudi number fvrier domaines techniques appliqus j p mller un modle interactioniste de l interprtation j blanc talon l interprtation comme une suite de transformations partielles approximatives j m fouet interprtation et conflits exemple du dbogage c weber interprtation d images satellitales et acquisition de connaissances vendredi number fvrier sociologie r israel travail coopratif et conflits d interprtation f rousseaux du caractre toujours dj stratgique du conflit r f cozien al simulations multi agents et logique floue pour la dtection des conflits internationaux n ferrand al aide la gestion des conflits en amnagement du territoire modalits d inscription le cot de la participation aux journes s lve en cas de paiement avant le number novembre number number frs par chque personnel number frs par bon de commande institutionnel en cas de paiement aprs le number novembre number number frs par chque personnel number frs par bon de commande institutionnel cette somme couvre l inscription aux journes les actes le logement et les repas au chalet de haute montagne de rochebrune megve ainsi que diverses activits pour toutes les personnes dsirant participer un bon de commande ou un chque pour la totalit de la somme doit parvenir l adresse ci dessus avant le number janvier number attention mettez le paiement l ordre de ecal renseignements e mail email http herens idiap ch glotin rb99,legitimate
